,$Key,$MasterId,$AlterID,$VoucherNumber,$Date,$VoucherTypeName,$Led_Lineno,$Type,$LedgerName,$Amount,$Led_Parent,$Led_Group,$Party_LedName,$Vch_GSTIN,$Led_GSTIN,$Party_GST_Type,$GST_Classification,$Narration,$EnteredBy,$LastEventinVoucher,$UpdatedDate,$UpdatedTime,$Nature_Led,$Led_MID,$CompanyName,$Year_from,$Year_to,$Company_number,$Path,VendorPartyName,ExpenseLedgerName,SaleLedgerName
19,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,16.0,Debit,2202010099/ACC PAY IG EX RE,-1501.7,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
20,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,17.0,Credit,6603040201/FIN CO-LO ON EX G/L,219585.6,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
21,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,18.0,Debit,2202010099/ACC PAY IG EX RE,-219585.6,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
22,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,19.0,Credit,6603040201/FIN CO-LO ON EX G/L,70035.42,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
23,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,20.0,Debit,2202010099/ACC PAY IG EX RE,-70035.42,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
24,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,21.0,Credit,6603040201/FIN CO-LO ON EX G/L,70035.42,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
25,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,22.0,Debit,2202010099/ACC PAY IG EX RE,-70035.42,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
26,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,23.0,Credit,6603040201/FIN CO-LO ON EX G/L,133572.5,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
27,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,24.0,Debit,2202010099/ACC PAY IG EX RE,-133572.5,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
28,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,25.0,Credit,6603040201/FIN CO-LO ON EX G/L,70035.42,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
29,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,26.0,Debit,2202010099/ACC PAY IG EX RE,-70035.42,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
30,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,27.0,Credit,6603040201/FIN CO-LO ON EX G/L,167256.0,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
31,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,28.0,Debit,2202010099/ACC PAY IG EX RE,-167256.0,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
32,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,29.0,Credit,6603040201/FIN CO-LO ON EX G/L,53429.0,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
33,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,30.0,Debit,2202010099/ACC PAY IG EX RE,-53429.0,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
34,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,31.0,Debit,6603030101/FIN CO-EX GA-OUT G/L,-25148.16,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,259.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
35,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,32.0,Credit,2202010099/ACC PAY IG EX RE,25148.16,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
36,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,33.0,Debit,6603030101/FIN CO-EX GA-OUT G/L,-147781.67,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,259.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
37,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,34.0,Credit,2202010099/ACC PAY IG EX RE,147781.67,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
38,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,35.0,Debit,6603030101/FIN CO-EX GA-OUT G/L,-145165.7,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,259.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
39,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,36.0,Credit,2202010099/ACC PAY IG EX RE,145165.7,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
40,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,37.0,Debit,6603030101/FIN CO-EX GA-OUT G/L,-129625.18,Indirect Expenses,Indirect Expenses,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,PL,259.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
41,SAP Journal-^^-41346-^^-0100000001,41346.0,45050.0,0100000001,2024-04-01,SAP Journal,38.0,Credit,2202010099/ACC PAY IG EX RE,129625.18,Sundry Creditors,Sundry Creditors,2202010099/ACC PAY IG EX RE,,,,,Valuation 0100000801 3 2023 Reversal,,Create,2024-11-05,131839000.0,BS,2448.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202010099/ACC PAY IG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
42,SAP Journal-^^-41347-^^-0100000002,41347.0,45051.0,0100000002,2024-04-01,SAP Journal,1.0,Credit,6603040201/FIN CO-LO ON EX G/L,2561.11,Indirect Expenses,Indirect Expenses,2202020099/ACC PAY OG EX RE,,,,,Valuation 1900000222 1 2023 Reversal,,Create,2024-11-05,131839000.0,PL,261.0,SIPL BANGALORE - (from 1-Apr-20),2024-04-01,2024-04-30,100001.0,C:\Users\pc\Desktop\Ashwini Final Tally Data\Feb 2025,2202020099/ACC PAY OG EX RE,"6603040201/FIN CO-LO ON EX G/L, 6603030101/FIN CO-EX GA-OUT G/L",
